BBB9,-27,7,123,24995,-3314,-25020,641,-378,-707,10934,2825,3923,79
BBB9,-24,9,121,24994,-1187,-25020,1080,-40,-247,10878,2825,3952,79
BBB9,-25,1,126,24994,-456,-25020,732,276,-698,10833,2825,3921,79
BBB9,-30,-3,132,24994,-1546,-25020,792,-294,-617,10778,2781,3925,79
BBB9,-27,3,114,24994,46,-25020,1062,70,-287,10713,2781,3962,79
BBB9,-26,4,120,24995,-438,-25020,649,188,-808,10661,2781,3916,79
BBB9,-26,8,117,24995,-1808,-25020,817,-429,-550,10613,2781,3926,79
BBB9,-28,2,124,24995,-2347,-25020,1052,140,-295,10559,2743,3984,79
BBB9,-26,0,117,24995,-603,-25020,616,157,-842,10508,2743,3916,79
BBB9,-26,4,114,24995,-1118,-25020,926,-313,-437,10444,2743,3925,79
BBB9,-26,2,115,24994,-792,-25020,991,255,-333,10392,2743,3996,79
BBB9,-27,6,117,24994,-708,-25020,623,-42,-826,10335,2706,3918,79
BBB9,-23,8,111,24995,-1929,-24995,942,-374,-388,10271,2706,3920,79
BBB9,-27,0,118,24994,-1350,-25020,963,267,-392,10228,2706,3979,79
BBB9,-24,6,114,24902,-1636,-25020,583,-53,-845,10162,2706,3915,79
BBB9,-26,4,114,24994,-2885,-25020,967,-370,-359,10123,2675,3924,79
BBB9,-25,5,119,24994,-1592,-25020,959,232,-452,10064,2675,3971,79
BBB9,-26,6,115,24994,-1115,-25020,641,-147,-815,10007,2675,3919,79
BBB9,-26,5,110,24994,-2190,-25020,1041,-239,-309,9953,2675,3924,79
BBB9,-30,0,130,24994,-3148,-25020,863,318,-534,9913,2643,3951,79
BBB9,-28,6,117,24994,-774,-25020,671,-225,-738,9831,2643,3925,79
BBB9,-28,2,120,24994,-3719,-25020,1051,-182,-289,9793,2643,3928,79
BBB9,-28,3,121,24994,-2037,-25020,792,316,-610,9723,2643,3935,79
BBB9,-26,7,119,24994,-2557,-24978,691,-309,-710,9670,2618,3923,79
BBB9,-26,0,123,24994,-1331,-25020,1089,-106,-243,9612,2618,3931,79
BBB9,-26,4,120,24995,-448,-25020,708,244,-703,9541,2618,3923,79
BBB9,-25,4,121,24562,-1800,-25020,751,-360,-631,9489,2618,3922,79
BBB9,-26,4,117,24994,-3295,-25020,1049,-10,-274,9432,2593,3947,79
BBB9,-25,6,120,24994,-1151,-25020,725,218,-700,9381,2593,3920,79
BBB9,-27,7,129,24994,-1578,-25020,768,-336,-602,9336,2593,3924,79
BBB9,-30,2,127,24994,-1866,-25020,1049,73,-301,9276,2593,3951,79
BBB9,-58,-4,79,24994,12627,-25020,882,280,-535,9223,2575,3939,79
BBB9,-93,10,82,24994,326,-25020,951,159,-453,9154,2575,3950,79
BBB9,-94,7,72,24994,4751,-25020,863,-205,-554,9083,2575,3913,79
BBB9,-95,7,62,24994,2456,-25020,532,233,-854,9021,2575,3909,79
BBB9,-98,2,60,24994,3162,-25020,995,142,-399,8974,2556,3922,79
BBB9,-98,3,59,24994,3643,-25020,574,-164,-831,8923,2556,3913,79
BBB9,-104,3,55,24994,4056,-25020,716,420,-625,8869,2556,3928,79
BBB9,-110,1,51,24994,5726,-25020,910,-212,-532,8822,2556,3905,79
BBB9,-116,0,51,24995,4974,-25020,403,78,-935,8772,2537,3899,79
BBB9,-127,1,52,24994,6304,-25020,846,400,-522,8727,2537,3932,79
BBB9,-141,4,43,24995,8043,-25020,921,68,-545,8670,2537,3911,79
BBB9,-157,2,30,24994,9256,-25020,353,14,-956,8626,2537,3895,79
BBB9,-175,6,21,24994,2901,-25020,279,370,-940,8579,2518,3882,79
BBB9,-197,7,11,24995,-940,-25020,657,301,-762,8529,2518,3879,79
BBB9,-211,7,3,24994,-5530,-25020,659,-226,-779,8485,2518,3877,79
BBB9,-226,-3,1,24994,-13091,-25020,278,-502,-824,8442,2518,3879,79
BBB9,-241,-6,8,24994,-19919,-25020,130,-506,-869,8379,2506,3891,79
BBB9,-254,-3,18,21958,-14345,-25020,155,-182,-980,8340,2506,3892,79
BBB9,-299,-5,13,14972,596,-25020,508,354,-855,8251,2506,3877,79
BBB9,-340,-1,-16,24995,-1801,-25020,-7,201,-987,8206,2493,3865,79
BBB9,-361,-4,-11,24995,-15717,-25020,47,-58,-999,8150,2493,3886,79
BBB9,-388,-6,0,20313,-4337,-25020,163,30,-987,8114,2493,3876,79
BBB9,-420,-3,-20,24994,4407,-25020,54,138,-1012,8060,2493,3872,79
BBB9,-443,-3,-33,24995,-10270,-25020,19,-374,-928,8024,2481,3870,79
BBB9,-468,-3,-12,22582,-18118,-25020,459,-564,-720,7982,2481,3880,79
BBB9,-520,-3,-42,24994,2379,-25020,374,418,-882,7940,2481,3871,79
BBB9,-534,-8,-34,24995,-16840,-25020,77,-36,-997,7876,2481,3880,79
BBB9,-573,-5,-39,24995,2934,-25020,222,-116,-974,7843,2468,3876,79
BBB9,-599,-7,-56,24994,-20595,-25020,583,-242,-818,7805,2468,3874,79
BBB9,-600,-5,-44,24994,-23585,-25020,711,-301,-695,7739,2468,3885,79
BBB9,-600,-4,-61,24995,964,-25020,15,482,-910,7713,2462,3873,79
BBB9,-600,-3,-42,23056,-20975,-25020,295,-610,-734,7658,2462,3885,79
BBB9,-600,-8,-76,24994,-6429,-25020,292,346,-941,7627,2462,3868,79
BBB9,-600,-11,-53,24994,2635,-25020,402,-72,-924,7567,2462,3881,79
BBB9,-600,-7,-68,24995,-24915,-25020,399,-46,-949,7524,2456,3886,79
BBB9,-600,-5,-87,24995,-8031,-25020,59,-250,-948,7494,2456,3867,79
BBB9,-600,-11,-40,12248,-8376,-25020,523,320,-837,7448,2456,3885,79
BBB9,-600,-10,-94,24994,-24918,-25020,-4,-643,-769,7412,2456,3888,79
BBB9,-600,-4,-80,24995,7740,-25020,32,610,-829,7388,2450,3886,79
BBB9,-600,-4,-42,12469,-18515,-25020,560,-536,-647,7320,2450,3890,79
BBB9,-600,-1,-59,24995,-24557,-25020,86,-487,-866,7261,2450,3899,79
BBB9,-600,0,-104,24995,-13743,-25020,238,60,-999,7248,2450,3874,79
BBB9,-600,-17,-35,8192,4809,-25020,299,163,-976,7196,2443,3892,79
BBB9,-600,-11,-95,24994,-25001,-25020,344,-629,-709,7159,2443,3917,79
BBB9,-600,-12,-53,24994,12472,-25020,-136,705,-759,7120,2443,3925,79
BBB9,-600,13,-37,13977,-25001,-25020,463,-934,-249,7083,2443,3951,79
BBB9,-600,-1,-51,24994,17643,-25020,46,927,-512,7063,2437,3926,79
BBB9,-575,7,-37,22498,-25001,-25020,-90,-864,-506,6991,2437,3930,79
BBB9,-529,7,-62,24994,6666,-25020,231,576,-852,6998,2437,3914,79
BBB9,-480,0,-44,24994,-25001,-25020,330,-839,-456,6891,2437,3945,79
BBB9,-406,0,50,-25003,155,-25020,911,384,-425,6870,2437,3987,79
BBB9,-413,-20,17,24994,24996,-25020,173,1116,5,6807,2437,4031,79
BBB9,-349,31,-100,24994,1753,-25020,-293,740,-750,6883,2437,3903,79
BBB9,-302,-26,-40,24994,-25001,-25020,142,-784,-582,6701,2437,3931,79
BBB9,-277,17,-2,24994,-25001,-25020,692,-868,-61,6635,2431,4026,79
